p,metric,metric_mean,metric_std,runs
0.55,A_share,0.36666666666666664,0.0,1
0.6,A_share,0.7333333333333333,0.0,1
0.65,A_share,0.8,0.0,1
0.7,A_share,0.8666666666666667,0.0,1
0.75,A_share,0.8333333333333334,0.0,1
0.8,A_share,0.7666666666666667,0.0,1
0.85,A_share,0.9333333333333333,0.0,1
0.9,A_share,0.9666666666666667,0.0,1
0.95,A_share,1.0,0.0,1
