p,metric,metric_mean,metric_std,runs
0.55,A_share,0.5545634920634921,0.01566148179393467,10
0.6,A_share,0.6131147399878808,0.007423770568344436,10
0.65,A_share,0.6726355246279639,0.009999487903426104,10
0.7,A_share,0.7303706933525352,0.013524307682499483,10
0.75,A_share,0.7868876946746307,0.011650929678791212,10
0.8,A_share,0.8385490198393024,0.013207218739776434,10
0.85,A_share,0.8895004318451889,0.004171834512443071,10
0.9,A_share,0.9373701267401688,0.0029689025402015973,10
0.95,A_share,0.9711347396337481,0.0041057316987600624,10
